0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
25.653,24.326,23.725,23.661,24.818,30.455,38.968,40.255,39.729,38.384,37.246,36.564,35.069,35.1,34.988,36.168,37.036,36.122,34.687,32.374,29.526,27.613,25.216,23.118,21.673,20.913,20.64,20.654,21.067,22.008,24.243,27.005,29.304,31.421,31.953,31.03,30.449,29.879,30.76,32.773,35.923,36.249,35.271,32.721,30.695,28.634,26.308,24.54,23.241,22.654,22.243,22.141,22.333,23.163,25.144,26.551,29.017,30.904,31.551,31.39,30.255,30.745,31.902,33.505,35.329,36.049,35.969,35.57,35.261,32.201,29.56,27.073,25.921,25.39,24.76,25.043,26.055,32.335,41.903,43.978,44.257,44.104,43.097,42.332,39.983,39.661,40.734,41.946,42.625,41.182,40.021,38.515,36.716,33.894,29.755,26.341,25.544,25.037,24.8,24.926,26.352,31.972,40.359,42.508,42.87,40.712,37.048,35.411,34.002,33.911,34.922,38.27,41.153,41.472,41.041,40.418,38.525,35.676,32.76,29.09,26.83,25.977,25.307,25.303,26.686,32.286,40.522,42.071,41.757,40.063,38.699,37.436,35.287,35.927,36.738,38.65,39.502,38.687,37.839,36.654,34.872,32.262,28.298,25.155,23.259,22.346,22.016,22.099,23.639,29.536,37.623,39.164,39.533,39.449,38.747,39.226,39.695,39.703,40.158,42.329,43.167,42.037,40.568,39.615,37.77,34.527,30.371,26.943
25.099,24.307,23.993,24.204,25.741,32.598,41.341,43.335,42.535,41.072,38.552,36.107,33.444,33.525,33.536,34.953,36.995,37.416,36.363,34.833,32.796,30.541,27.623,25.398,23.366,22.685,22.742,22.689,23.016,24.031,26.276,28.781,32.063,33.617,32.366,31.434,29.696,29.03,29.472,31.09,34.36,35.667,35.021,33.5,31.683,30.212,28.534,26.944,25.82,25.046,25.106,25.204,25.526,26.686,28.967,29.504,31.575,32.623,31.296,30.035,29.686,29.928,31.257,33.446,36.017,37.546,38.043,37.579,36.393,34.448,32.761,30.449,29.348,28.963,28.978,29.734,30.465,35.203,43.043,46.23,46.937,45.373,43.029,41.201,39.157,37.331,38.491,40.181,41.618,42.437,42.691,41.764,39.872,37.231,33.542,30.862,29.347,28.552,28.545,29.248,30.356,36.336,43.567,46.01,46.74,45.792,43.547,43.609,41.794,41.265,42.529,44.335,44.61,43.6,42.148,38.633,36.608,34.796,31.802,29.223,26.815,26.314,25.658,25.751,28.026,33.711,40.243,41.596,43.203,43.2,42.284,40.429,39.191,38.936,38.781,39.089,39.781,39.715,39.146,37.394,35.399,32.673,28.959,25.839,23.873,23.068,23.572,23.651,24.15,28.352,33.877,36.0,36.256,35.355,33.216,31.901,31.495,31.212,31.588,33.644,34.063,35.409,34.813,33.782,31.603,29.049,26.443,24.38
23.285,22.892,22.397,22.399,23.614,27.415,32.764,35.192,35.857,35.507,34.05,32.837,31.942,32.453,31.395,32.618,34.067,35.189,34.092,32.458,30.345,28.479,26.485,24.487,23.306,23.26,23.036,23.193,24.024,25.982,27.587,29.375,31.625,32.523,31.749,30.93,30.559,30.0,29.93,31.962,34.617,37.54,36.643,34.391,32.583,31.331,29.598,27.955,27.078,26.189,25.428,25.556,25.955,27.393,29.497,30.544,32.664,33.804,33.693,33.105,32.401,31.755,32.736,35.107,38.142,41.787,42.543,42.471,41.197,38.791,35.722,33.005,31.62,30.99,31.057,31.825,34.121,41.391,50.697,53.331,53.172,51.141,48.469,46.805,45.446,44.766,45.191,47.351,48.471,50.004,50.176,49.542,47.935,44.583,40.615,36.675,34.724,33.759,33.837,34.54,36.641,42.91,51.802,55.081,54.061,51.586,48.877,47.581,45.732,45.18,45.739,48.328,50.927,53.526,53.432,52.733,51.301,47.989,43.409,39.339,37.2,36.498,36.504,37.247,39.696,46.548,56.654,59.186,58.225,55.448,53.201,51.645,50.96,50.223,51.499,54.283,55.175,57.089,56.767,55.734,53.501,50.432,45.557,41.034,38.269,38.573,38.466,38.023,38.792,44.009,53.093,55.149,54.596,52.399,49.776,48.006,46.773,46.666,46.309,47.8,48.668,50.945,51.241,50.447,48.947,45.549,41.083,38.104
36.961,36.528,36.23,36.831,36.108,41.16,49.165,51.128,49.933,47.86,45.057,42.992,44.27,43.503,43.825,45.115,46.112,48.049,46.84,44.261,41.28,38.897,35.868,32.643,30.902,29.708,29.25,29.378,29.601,30.446,31.918,35.146,37.858,39.378,38.987,37.951,36.156,35.881,37.138,39.382,40.77,42.34,42.483,39.651,37.078,34.902,32.614,30.576,29.33,28.935,28.674,28.604,28.839,29.733,30.359,32.75,35.241,36.923,37.323,37.332,37.426,37.893,39.243,40.649,41.696,42.866,42.489,41.476,39.689,37.033,33.493,31.004,30.18,29.693,29.904,30.551,32.703,39.824,48.431,50.489,50.046,47.628,45.345,44.682,44.371,43.829,44.783,46.429,46.506,47.368,46.688,45.776,43.682,40.321,35.939,32.409,30.628,30.231,30.391,31.251,33.283,40.28,48.81,50.644,48.482,45.666,42.744,41.497,40.305,39.286,39.405,40.842,41.703,44.293,45.577,45.036,43.428,40.397,36.203,32.824,31.222,30.935,31.276,31.847,34.07,41.483,49.905,52.579,51.947,49.973,47.126,46.308,45.061,44.254,44.843,45.686,45.677,46.118,44.879,44.26,42.101,39.368,35.241,31.761,29.943,29.507,29.114,29.85,32.029,37.273,44.607,46.441,45.694,44.061,42.175,40.963,39.452,38.498,38.452,38.457,39.012,39.542,38.864,36.932,36.014,33.35,29.933,26.632
24.214,23.966,22.514,22.682,25.427,32.213,39.913,43.255,45.229,43.168,41.526,40.606,39.158,37.927,37.675,38.111,37.195,38.893,39.705,36.733,33.932,31.622,28.011,26.376,24.75,24.002,23.557,23.531,23.986,24.904,26.539,29.472,34.225,36.183,36.296,35.999,35.386,34.472,34.379,34.921,35.801,36.489,35.973,32.802,30.682,28.768,26.785,24.569,23.255,22.7,22.296,22.135,22.699,23.315,24.669,26.584,27.977,28.541,27.923,26.987,26.268,26.308,27.299,28.792,30.423,32.685,33.727,33.382,31.925,29.556,26.626,24.014,22.58,21.834,21.846,22.075,23.729,28.199,35.311,37.86,38.228,37.792,36.936,36.835,37.34,37.948,37.986,39.015,38.512,38.678,38.582,37.288,35.202,32.051,28.017,24.89,22.764,22.116,21.809,22.556,24.096,30.329,38.552,40.958,39.632,38.336,35.673,33.462,32.173,31.75,31.587,32.184,32.657,33.972,34.929,34.837,33.468,30.495,26.381,23.834,22.256,21.242,21.452,22.46,24.044,29.194,36.008,37.166,36.319,35.391,33.131,32.098,31.389,31.568,30.924,32.994,33.645,35.062,36.827,36.856,35.69,33.851,31.334,29.056,27.729,27.664,28.18,29.024,30.985,36.293,44.122,45.234,43.2,40.734,39.195,37.856,37.22,36.658,36.564,37.413,37.924,39.674,41.547,41.467,40.264,37.324,33.637,30.549
28.903,28.285,28.451,29.414,32.185,38.23,46.441,47.653,45.823,43.972,42.092,40.577,39.403,38.676,38.402,38.868,38.961,40.621,42.346,41.056,39.254,37.073,34.65,32.543,31.104,30.371,30.094,30.4,31.203,32.113,34.563,37.742,40.119,40.761,39.595,37.399,34.107,32.78,31.964,32.622,34.213,35.758,36.253,34.963,33.585,31.33,29.724,27.919,26.512,26.026,25.675,25.347,25.545,26.231,27.104,28.815,31.289,32.049,32.357,32.335,32.575,32.721,33.594,34.449,34.237,35.201,35.929,34.687,32.762,30.383,28.91,23.297,21.747,20.809,21.421,21.821,23.275,27.614,33.125,33.985,33.463,30.931,29.884,30.622,30.379,28.97,29.639,30.568,30.507,31.414,31.815,31.122,29.341,27.504,22.286,17.554,17.44,18.072,18.46,19.271,20.824,24.93,30.589,32.4,31.954,31.005,29.741,28.914,28.428,28.849,29.669,30.697,30.403,30.378,30.779,30.23,28.911,26.735,23.725,21.126,19.396,18.883,18.935,19.189,20.39,24.157,30.008,31.033,30.41,29.638,29.113,29.015,28.593,28.537,28.836,29.47,29.115,28.904,29.454,28.768,27.27,25.161,22.165,19.988,18.523,17.934,17.803,18.16,18.309,21.891,26.992,28.287,28.249,27.54,27.047,27.018,26.51,26.668,26.782,27.682,27.072,27.484,28.64,27.833,26.638,24.54,21.12,18.753
17.481,16.756,17.122,17.352,18.76,22.103,27.163,27.994,27.951,27.464,26.317,25.701,24.037,23.237,23.102,23.216,22.856,23.196,23.727,22.528,21.176,19.029,17.428,15.925,14.815,14.458,14.463,14.629,14.734,14.9,16.254,17.703,18.924,19.453,19.282,18.868,18.153,17.285,16.64,16.854,17.249,17.865,18.861,17.759,16.481,15.639,14.456,13.899,13.324,13.45,13.333,13.791,13.791,14.254,15.074,15.785,16.659,17.146,17.872,18.158,18.547,19.041,19.567,19.811,20.037,20.536,21.613,21.601,20.65,19.807,18.632,17.832,17.484,17.54,17.839,19.041,21.727,25.17,27.047,27.211,26.142,23.898,23.014,22.792,22.134,22.366,21.904,21.28,21.021,21.874,23.659,23.777,23.105,21.77,20.597,20.251,20.033,20.376,21.023,22.427,24.16,27.328,29.14,29.23,28.674,27.147,25.857,25.517,24.714,23.794,23.068,22.346,22.191,22.773,24.252,24.159,23.259,21.993,21.398,20.216,19.571,20.147,20.799,21.006,22.479,25.632,27.296,27.596,26.627,25.269,23.606,22.816,22.067,21.46,20.86,20.253,19.882,20.435,21.719,21.648,20.875,20.508,19.606,19.198,18.883,19.325,19.636,20.395,21.841,23.07,23.656,23.575,23.017,21.96,20.744,19.846,19.437,18.675,18.448,18.015,17.776,18.35,19.474,19.22,19.038,19.059,18.966,18.894
18.942,19.381,19.838,20.793,22.66,23.562,24.026,23.778,22.128,20.446,19.431,18.627,18.153,17.615,17.267,17.143,16.825,17.581,19.175,20.213,19.952,19.832,19.638,19.261,19.131,19.45,19.938,20.653,22.18,23.256,24.011,24.501,23.575,21.444,20.205,19.111,18.7,18.901,18.536,18.292,18.301,18.804,19.924,20.078,19.743,19.294,18.727,18.44,18.365,18.489,19.416,19.8,19.971,20.453,21.259,21.505,21.359,20.651,20.076,19.936,19.513,19.243,19.365,20.06,20.639,21.214,22.2,22.637,22.099,21.175,20.466,19.705,19.409,19.444,19.783,20.527,21.442,22.71,23.473,24.212,24.306,23.338,22.52,21.614,21.587,22.151,22.618,22.85,23.024,23.834,24.582,24.583,23.198,21.35,19.468,18.457,18.505,18.52,18.44,20.072,24.603,30.864,32.13,31.129,29.699,27.692,26.114,24.637,24.943,25.058,25.627,25.366,25.043,25.193,26.308,25.995,24.196,21.605,19.314,18.121,17.632,17.487,17.956,19.247,23.074,28.507,30.01,29.618,27.94,26.09,24.807,24.099,23.758,23.596,24.6,24.56,24.127,24.569,25.265,24.857,23.099,20.627,18.86,17.676,17.038,16.942,16.903,18.096,21.838,27.633,29.518,29.634,30.013,29.812,29.971,29.443,29.285,29.837,31.398,30.467,29.18,28.73,28.484,27.273,24.973,22.195,19.72,17.983
17.425,17.226,17.333,18.191,21.662,26.797,28.375,26.459,24.742,24.404,24.551,23.998,22.677,22.037,22.22,21.978,21.329,21.569,21.661,21.471,20.368,18.893,17.482,16.5,15.796,15.716,15.236,15.815,16.446,17.747,19.746,21.337,21.773,21.218,20.462,19.811,19.53,19.646,20.065,20.793,21.074,20.784,20.325,19.721,18.556,17.427,16.205,15.384,14.932,14.368,14.513,14.564,14.553,15.047,16.423,17.764,18.972,19.093,18.873,18.699,18.726,18.885,19.014,19.07,19.378,19.508,19.969,19.857,18.877,17.108,15.354,13.989,13.54,14.1,14.398,14.996,17.706,22.839,24.043,23.741,22.647,21.237,20.353,20.34,20.201,20.382,20.957,20.19,19.341,19.008,19.999,21.056,19.837,17.666,16.866,16.013,15.86,15.871,16.265,17.124,20.066,24.993,25.438,24.406,23.235,21.895,21.025,20.447,20.07,19.867,20.074,19.369,18.669,18.761,19.6,20.371,19.175,17.109,15.309,14.426,14.134,14.162,14.489,15.495,18.816,23.553,24.114,22.938,21.923,20.876,20.412,19.803,19.5,19.412,19.606,18.937,18.175,17.888,18.54,19.499,18.277,16.193,14.606,13.709,13.487,13.509,13.814,14.546,17.669,22.078,22.35,21.158,20.056,19.007,18.292,17.638,17.341,17.019,17.247,16.651,16.133,16.105,16.615,17.347,16.438,14.664,12.987,11.919
11.569,11.454,11.695,12.391,14.988,19.122,20.273,19.625,18.858,17.947,17.467,16.772,15.794,15.054,14.644,14.288,13.906,14.063,14.46,15.071,14.305,13.208,12.26,11.433,11.093,10.961,11.094,11.248,11.507,12.326,13.388,14.766,15.422,15.032,14.032,13.867,13.843,13.538,13.302,13.037,13.328,13.546,13.475,13.569,12.967,12.247,11.501,11.026,10.832,10.829,10.904,10.946,10.996,11.402,12.042,12.963,13.388,13.547,13.321,12.922,12.674,12.689,12.798,12.955,13.124,13.504,14.023,14.234,13.432,12.62,11.256,10.158,9.411,9.458,9.704,10.4,12.901,16.442,17.286,16.614,16.104,15.418,15.039,14.698,14.397,14.425,14.754,14.33,13.963,14.002,14.069,14.427,13.489,11.661,10.171,9.445,9.151,9.084,9.226,9.8,12.102,15.965,17.198,17.262,16.831,16.376,15.766,15.255,14.877,14.803,14.953,14.518,13.827,13.818,14.097,14.56,13.671,11.822,10.23,9.438,9.042,8.905,8.99,9.549,11.752,15.586,16.964,17.256,17.344,17.179,16.858,17.086,17.408,17.497,16.9,16.514,16.381,16.505,16.522,16.465,15.176,13.179,11.538,10.43,10.202,10.143,10.413,10.945,13.604,17.538,18.791,18.643,18.352,17.343,17.044,16.692,16.597,16.56,16.595,15.884,15.378,15.249,15.392,15.344,14.446,12.603,11.068,10.093
9.636,9.584,9.584,10.211,12.399,16.298,17.585,17.824,17.591,17.242,17.032,17.009,16.858,16.892,16.727,16.896,16.406,16.002,15.335,14.716,13.834,12.778,11.767,10.921,10.554,10.481,10.183,9.981,10.254,11.278,12.793,14.645,16.529,16.903,16.87,16.943,16.785,16.438,16.488,17.004,16.727,16.293,16.151,15.701,14.906,13.793,12.785,11.939,11.445,11.237,11.122,10.883,10.911,11.522,12.461,13.533,14.339,14.39,14.244,13.745,13.771,13.991,13.889,13.606,13.628,13.615,14.146,14.576,14.061,12.602,11.173,10.285,9.961,9.868,9.184,9.159,11.326,15.136,16.382,16.069,15.793,15.759,16.926,17.159,17.55,18.33,18.881,18.201,17.737,17.442,17.493,17.36,16.177,14.101,12.351,11.285,10.85,10.828,10.96,11.417,14.202,18.455,19.373,18.534,17.639,16.773,16.657,16.641,16.804,17.106,17.964,17.767,17.245,17.167,17.238,17.119,16.098,13.789,11.932,11.11,11.03,11.127,11.337,11.739,14.684,18.902,20.293,20.29,19.813,18.939,18.604,18.159,18.287,18.217,18.378,17.81,17.511,17.308,17.465,17.601,16.881,14.855,13.082,11.993,11.612,11.501,11.536,11.931,14.755,19.334,20.697,20.481,19.96,19.357,19.209,18.712,18.581,18.751,19.071,18.435,17.761,17.549,17.435,16.726,15.928,14.222,12.773,11.273
10.965,11.305,11.425,11.87,14.489,17.825,18.845,19.237,18.79,18.054,17.677,17.295,17.072,16.816,16.771,16.106,15.831,15.286,14.545,14.315,14.005,12.808,11.877,10.955,10.681,10.538,10.49,10.319,10.717,11.475,12.357,13.777,14.824,14.756,14.682,14.25,13.977,14.205,14.32,14.619,15.017,14.627,14.179,13.873,13.495,12.481,11.585,11.227,10.927,10.757,10.616,10.426,10.531,11.101,11.765,13.044,13.913,14.321,14.382,14.425,14.444,14.408,14.434,14.473,14.672,14.92,15.029,14.989,15.107,14.044,12.814,12.109,11.89,11.923,11.989,12.51,15.067,18.42,19.282,19.135,18.491,17.759,17.355,16.936,16.753,16.703,16.586,15.685,15.221,15.045,14.796,14.686,14.551,13.363,12.279,11.498,10.516,10.348,10.653,10.822,11.499,12.507,13.716,15.184,16.642,17.09,17.054,16.697,16.458,16.45,16.548,16.369,15.893,15.585,15.636,15.618,15.103,13.585,12.022,11.167,10.834,10.6,10.908,11.274,14.069,17.527,18.144,17.818,17.17,16.443,16.199,15.875,15.632,15.934,16.38,15.106,14.381,13.537,13.841,14.267,13.989,12.627,11.038,10.14,9.842,9.848,9.47,9.466,11.462,14.669,15.415,15.298,15.36,15.388,15.589,15.627,15.728,16.261,17.837,18.247,17.896,17.589,17.196,16.365,15.211,13.364,11.935,11.049
10.816,11.236,10.709,11.088,13.625,17.469,17.875,17.818,17.199,16.667,16.197,15.634,15.402,15.374,15.503,14.983,14.444,14.239,13.819,13.301,12.965,11.838,10.758,9.896,9.363,9.145,8.939,8.774,9.2,10.112,11.569,13.216,14.193,14.175,13.713,13.516,13.325,13.029,12.929,12.627,12.426,12.156,11.948,11.604,11.274,10.686,9.874,9.145,8.74,8.566,8.37,8.187,8.36,8.788,9.756,11.187,12.472,13.159,13.427,13.092,13.323,13.494,13.515,13.591,13.589,13.768,13.816,13.702,13.237,12.029,10.824,9.647,8.899,9.123,9.283,9.658,11.948,15.81,16.854,17.187,17.449,17.22,16.802,16.461,16.518,16.325,16.405,15.547,14.502,14.255,14.55,14.477,14.362,12.884,11.146,10.18,9.863,9.841,9.735,10.066,12.467,15.657,16.453,16.123,15.516,14.991,14.798,14.498,14.285,13.824,14.086,13.659,12.893,12.732,12.756,12.483,12.293,10.908,9.382,8.54,8.186,7.917,7.467,7.477,9.431,12.747,13.768,14.013,13.903,13.54,13.487,13.124,12.891,12.66,12.728,12.112,11.225,11.125,10.769,10.359,10.11,9.396,8.41,7.471,7.229,7.087,6.748,6.642,6.998,7.51,8.733,9.862,9.766,9.956,9.895,10.101,10.135,10.092,10.181,9.952,9.978,10.139,10.145,9.966,9.947,9.307,8.41,7.69
7.32,6.882,6.811,7.271,8.807,10.609,11.827,12.939,13.455,13.578,13.591,13.231,13.183,13.008,12.849,12.53,12.228,12.05,11.667,11.157,10.807,10.016,8.768,7.899,7.297,7.147,6.947,6.867,7.072,7.593,8.414,9.495,10.054,10.018,9.775,9.749,9.468,9.256,9.219,9.299,9.41,9.442,9.385,9.33,9.042,8.9,8.358,7.854,7.453,7.279,6.931,6.943,6.847,7.134,7.863,8.639,9.289,9.43,9.318,9.147,9.165,9.277,9.346,9.586,9.931,10.546,10.935,10.801,10.491,9.817,8.765,7.903,7.546,7.264,7.081,7.44,9.274,12.043,12.938,12.748,12.596,12.397,12.329,12.35,12.333,12.541,12.927,12.335,11.76,11.65,11.625,11.28,10.942,9.852,8.435,7.509,7.243,7.273,7.149,7.418,9.031,12.031,12.541,12.682,12.08,11.873,11.985,12.367,12.356,12.422,12.516,12.061,11.319,11.238,11.304,11.16,10.75,9.991,8.564,7.671,7.228,7.009,6.734,6.847,8.578,11.57,12.861,13.24,13.57,13.789,14.108,13.546,13.717,14.132,14.301,13.78,13.188,13.052,12.679,12.187,11.902,11.231,10.081,9.057,8.574,8.238,7.903,7.979,8.687,10.296,11.853,12.368,11.813,11.048,10.426,9.586,9.815,9.832,9.81,9.585,9.608,9.851,10.001,9.991,9.984,9.666,8.661,8.376
8.13,7.938,7.768,8.053,9.243,11.069,12.321,13.133,13.514,13.582,13.372,13.096,12.622,12.109,11.633,11.29,11.029,10.969,10.66,10.076,9.933,9.722,9.015,8.406,8.112,7.736,7.555,7.521,7.704,8.076,8.774,9.784,10.149,10.361,10.167,9.879,9.747,9.774,9.434,9.32,9.3,9.224,8.935,8.658,8.459,8.391,8.057,7.612,7.349,7.055,6.629,6.603,6.88,7.166,7.558,8.188,8.685,8.824,8.817,8.834,8.677,8.598,9.04,9.148,9.333,9.415,9.273,9.114,8.84,8.512,7.929,7.422,7.074,6.832,6.575,6.681,7.04,7.564,8.209,8.944,9.38,9.557,9.564,9.488,9.519,9.551,9.699,9.841,10.024,10.327,10.563,10.288,9.995,9.279,8.26,7.536,7.229,6.879,6.859,7.221,8.934,11.633,12.542,12.761,12.568,12.384,12.625,12.786,12.79,12.231,12.849,12.939,12.159,12.357,12.447,12.104,11.331,10.249,9.023,8.236,8.062,7.768,7.597,8.089,9.87,12.588,13.015,13.153,13.222,12.938,12.963,12.859,12.742,12.564,13.098,12.472,11.885,11.393,11.545,11.452,10.873,9.951,8.98,8.181,7.99,7.597,7.497,7.929,9.795,12.551,13.318,13.303,12.974,12.531,12.637,12.488,12.427,12.485,12.589,12.193,11.637,11.522,11.456,11.258,10.763,9.815,8.833,8.038
7.664,7.328,7.258,7.592,9.392,12.16,13.168,13.177,12.876,12.572,12.213,12.054,11.93,11.64,11.573,11.203,10.822,10.709,10.498,10.035,9.499,8.977,8.435,7.803,7.384,7.059,6.841,6.842,7.122,7.792,8.809,10.046,10.872,11.079,10.769,10.572,10.286,10.107,10.108,10.211,10.268,10.204,9.811,9.312,8.873,8.693,8.392,7.904,7.571,7.188,7.006,6.95,6.999,7.075,7.74,8.541,9.165,9.299,9.209,9.056,9.026,9.085,9.289,9.441,9.625,9.764,9.811,9.67,9.406,8.86,7.948,7.225,6.573,6.211,6.489,6.891,8.419,10.766,12.249,12.391,12.239,12.219,12.343,12.325,12.329,12.331,12.618,11.952,11.498,11.217,11.155,10.789,10.095,9.059,8.06,7.357,6.978,6.674,6.56,6.88,8.543,11.214,12.083,12.153,11.901,11.754,11.915,11.822,11.398,11.604,11.973,11.492,10.903,10.412,10.503,10.852,10.247,9.251,8.336,7.541,7.152,6.908,6.837,7.167,8.851,11.448,12.096,11.869,11.952,12.059,12.093,11.87,11.987,11.91,12.008,11.541,11.003,10.836,10.741,10.462,9.998,9.035,7.992,7.252,6.805,6.515,6.49,6.56,7.905,10.258,11.268,11.553,11.574,11.336,11.358,10.961,10.816,10.873,10.856,10.488,9.913,9.829,10.156,9.869,9.237,8.202,7.557,7.019
6.809,6.589,6.5,6.71,8.189,10.693,11.627,11.798,11.858,11.711,11.369,11.086,11.066,10.901,10.922,10.616,10.143,9.876,9.586,9.137,8.688,8.213,7.726,7.188,6.735,6.408,6.283,6.278,6.407,6.94,7.785,8.733,9.268,9.591,9.469,9.236,9.03,8.927,8.901,9.061,8.919,8.877,8.706,8.393,8.046,7.757,7.581,7.136,6.741,6.327,5.842,6.028,6.375,6.616,7.123,7.838,8.489,8.849,8.952,8.923,8.975,9.207,9.57,9.773,10.079,10.268,10.448,10.131,9.485,8.959,8.175,7.569,7.252,6.923,6.906,7.348,9.107,12.029,13.113,13.275,13.187,12.904,12.662,12.716,12.765,13.196,13.67,13.285,12.755,12.547,12.599,12.264,11.66,10.483,9.427,8.786,8.298,8.026,8.035,8.484,10.552,13.826,14.819,14.761,14.477,14.268,14.209,14.166,14.329,14.463,14.748,14.157,13.742,13.276,12.754,12.613,12.231,11.147,10.018,9.069,8.482,8.376,8.318,8.761,10.959,13.989,14.794,14.788,14.722,14.495,14.224,13.863,13.58,13.769,13.733,13.094,12.387,12.033,11.96,11.566,10.901,10.077,9.12,8.415,8.082,7.784,7.711,8.168,10.147,13.291,14.52,14.752,14.555,14.321,14.411,14.521,14.428,14.705,15.208,14.815,14.344,14.374,14.091,13.403,12.401,11.042,9.941,9.017
8.582,8.269,8.22,8.244,10.004,13.344,13.718,13.818,14.253,14.229,14.213,14.123,13.999,13.601,13.307,12.967,12.617,12.335,11.733,11.153,10.567,9.909,9.333,8.617,8.205,7.768,7.536,7.564,7.828,8.391,9.134,10.082,10.52,10.684,10.552,10.195,9.835,9.626,9.712,9.725,9.737,9.554,9.252,8.827,8.433,8.092,7.775,7.402,7.112,6.844,6.724,6.641,6.744,7.041,7.619,8.333,8.945,9.313,9.413,9.457,9.446,9.489,9.611,9.685,9.893,10.119,10.274,10.136,9.686,9.072,8.303,7.767,7.383,7.14,7.135,7.561,9.422,12.446,13.577,13.821,13.887,13.653,13.544,13.497,13.695,13.609,13.913,13.325,12.94,12.7,12.506,12.153,11.498,10.344,9.28,8.271,7.942,7.851,7.92,8.309,10.372,13.434,14.347,14.383,14.407,13.687,13.672,13.469,13.467,13.562,13.723,13.3,12.827,12.592,12.459,12.055,11.351,10.251,9.244,8.571,8.179,7.83,7.755,8.198,10.025,12.864,13.952,14.079,13.888,13.473,13.451,13.429,13.456,13.131,13.181,12.624,12.007,11.789,11.713,11.501,10.761,9.775,8.417,7.652,7.273,7.244,7.316,7.714,9.364,11.879,12.914,12.953,12.883,12.675,12.68,12.677,12.676,12.505,12.5,11.635,10.895,10.778,10.755,10.272,9.41,8.429,7.674,7.426
7.225,6.969,6.653,7.283,8.777,11.009,11.831,11.565,11.518,11.225,11.12,11.867,11.794,11.578,11.564,11.136,10.535,10.306,9.931,9.334,8.635,8.429,7.986,7.535,7.213,6.922,6.415,6.528,6.761,7.311,8.232,9.333,9.907,9.989,9.698,9.452,9.521,9.617,9.58,9.521,9.419,9.171,8.882,8.477,8.093,7.836,7.573,7.274,7.023,6.825,6.669,6.602,6.719,6.955,7.467,7.985,8.293,8.765,8.83,8.685,8.794,9.175,9.292,9.471,9.461,9.735,9.688,9.322,8.932,8.304,7.626,7.214,6.863,6.656,6.675,7.001,8.526,10.923,11.488,11.76,11.705,11.708,11.721,11.655,11.894,11.956,11.998,11.595,11.136,10.926,10.796,10.654,10.004,9.2,8.093,7.531,7.23,6.983,6.987,7.325,9.358,12.058,12.794,12.589,12.442,12.286,12.386,12.582,12.789,12.872,13.092,12.607,12.171,11.933,11.742,11.207,10.62,9.604,8.757,8.008,7.706,7.488,7.528,7.978,9.656,12.564,13.797,13.558,13.214,13.771,13.931,13.981,14.195,14.198,14.295,13.66,13.021,12.704,12.156,11.954,11.317,10.164,9.217,8.573,8.02,7.8,7.677,7.6,9.375,12.12,13.058,13.166,12.88,12.626,12.75,12.642,12.551,12.334,12.477,12.229,11.432,11.245,11.143,10.757,10.33,9.378,8.783,8.454
8.165,7.769,7.821,8.267,10.173,13.01,14.882,15.361,15.487,15.424,15.389,15.343,14.786,13.833,14.144,14.078,13.653,13.365,12.761,11.896,11.115,10.353,9.741,9.024,8.622,8.244,8.062,8.044,8.309,8.914,9.981,11.001,11.767,12.066,12.024,11.869,11.466,10.813,10.736,10.928,10.969,10.751,10.233,10.131,9.917,9.399,9.01,8.415,8.131,7.673,7.483,7.452,7.561,7.86,8.385,9.022,9.68,9.865,9.848,9.739,9.676,10.133,10.393,10.371,10.32,10.507,10.458,10.244,9.794,9.096,8.358,7.772,7.429,7.141,7.133,7.623,9.172,11.719,12.84,12.982,12.411,12.649,13.177,13.141,12.957,13.106,13.308,12.951,12.335,11.911,11.62,11.012,10.288,9.311,8.299,7.778,7.523,7.188,7.156,7.563,9.051,11.234,12.013,12.055,12.008,11.761,11.948,11.735,11.711,11.73,11.725,11.476,11.15,11.081,10.887,10.383,9.83,9.036,8.136,7.637,7.372,7.152,7.188,7.542,9.114,11.416,12.608,12.006,11.905,12.04,12.028,11.885,11.766,11.767,12.077,11.479,11.078,10.814,10.543,10.199,9.554,8.76,7.903,7.378,7.031,6.853,6.805,7.124,8.68,10.984,11.997,12.026,12.656,13.017,13.156,13.269,13.346,13.211,12.92,12.454,11.999,11.723,11.809,11.47,10.708,9.834,9.037,8.342
