0,1,2,3
0.9454736173233288,7.322656136202489e-05,0.14050018613254944,0.3758969135226111
0.822560654761812,1.156395181647681e-05,0.013554967412465535,0.29542326004187447
0.9444517063891971,-0.00014371485180311608,0.4091587080604966,0.2572477213794987
0.9532743608143773,-0.00021348174176295557,0.7172060217215747,0.37751282460031244
0.9621537694169946,-0.00018734308349092817,0.6594346807498666,0.4090858911210957
0.9470074170292075,4.474258946056236e-05,0.06819144555551337,0.30377937748191164
0.9659240823603806,0.00023779308014936634,0.6014564543025692,0.30663304582546336
0.9675984319445693,0.00025041146009244995,0.7587586821062301,0.4063445858482886
0.8734098653483434,8.88938129879093e-05,0.39716295645413446,0.6080465881675182
0.8594125371360016,-9.535876735919592e-05,0.7427114127397052,0.41467818388344757
0.9420460327719665,-0.00020491614595928665,0.8734879159045447,0.263875867639749
0.9487315995170529,-0.00019410888223748195,0.7770657364614042,0.3699663317404287
0.8547507090318247,-8.00025137803513e-05,0.39538031412619457,0.34203944461721925
0.9032774442680844,0.0001258055147239919,0.5705765840316371,0.37564639480898443
0.8911491690662303,7.11792253478399e-05,0.26547473786800313,0.3418463500134814
0.8902654304195645,-3.6943056880666865e-05,0.07592579748332251,0.33431935530135914
0.9124063657096791,2.5721036926258695e-05,0.02935169209414934,0.6845353048201952
0.844288845857019,8.512260771578079e-05,0.2830351660744971,0.4213847140381122
0.8534896420345647,7.907473757011491e-05,0.24578262083236835,0.31908823910313466
0.8578334399163611,-7.98329016608861e-05,0.21103637482906445,0.4072365184427097
0.9022917983392807,-4.74122174944871e-05,0.1031958700884057,0.5309883386108138
0.9165449526664311,-3.389230930171916e-06,0.0006895095349367386,0.5507527985372649
0.9606171136182189,-8.467537916459618e-05,0.26674731356823267,0.5922814647081553
0.9754808714847089,-0.00020852888684467515,0.8964192537236113,0.6951923864857152
0.9716914143814059,0.0001271768526529879,0.2534253721875809,0.5664222664538481
0.9789292754180563,0.00023426736028316948,0.606703467851087,0.48668712725345753
0.9745036808225424,0.0001490251804964582,0.32470566223982,0.4468481823387771
0.8933128023849274,-9.28873627059539e-05,0.8272939537893532,0.47654788675676785
0.791103947379556,-2.5609345825623907e-05,0.1476961154665034,0.5716444176502882
0.978906167372643,-0.0002362885657692225,0.6469292265542195,0.6906196472014382
0.9512118676126445,-8.2428543533189e-05,0.07779464935969493,0.5137479213071876
0.9551445823056114,9.691910672051086e-05,0.12885872653828834,0.7219868823321088
0.9487449951735548,0.00021279083742061115,0.7418293428906839,0.7492374038867604
0.8941535227359495,4.8885582198236415e-05,0.2211193169590404,0.8697834341630046
0.8794567023511345,-3.301763308654544e-06,0.0013055527440497539,0.8690991027792208
0.8741100153485686,-1.096477301118828e-05,0.014244681177826735,0.8151081471362134
0.84783820460609,2.5554164040779044e-05,0.10101033673918258,0.8426092031278907
0.952364319706489,-0.00012040017384886999,0.48342642086417964,0.9117302816191157
